timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1741745021894,813,14 Register Request,200,,User Thread Group 1-388,text,true,,371,269,1692,1692,http://localhost:8080/authentication/register,813,0,3
1741745021810,913,14 Register Request,200,,User Thread Group 1-70,text,true,,371,269,1718,1718,http://localhost:8080/authentication/register,863,0,21
1741745021814,863,14 Register Request,200,,User Thread Group 1-282,text,true,,371,269,1660,1660,http://localhost:8080/authentication/register,757,0,1
1741745021807,921,14 Register Request,200,,User Thread Group 1-31,text,true,,371,269,1718,1718,http://localhost:8080/authentication/register,921,0,28
1741745021805,638,14 Register Request,200,,User Thread Group 1-179,text,true,,371,273,1432,1432,http://localhost:8080/authentication/register,628,0,26
1741745021833,855,14 Register Request,200,,User Thread Group 1-299,text,true,,371,270,1678,1678,http://localhost:8080/authentication/register,855,0,1
1741745021831,637,14 Register Request,200,,User Thread Group 1-300,text,true,,371,270,1460,1460,http://localhost:8080/authentication/register,637,0,1
1741745021807,1072,14 Register Request,200,,User Thread Group 1-48,text,true,,371,269,1821,1821,http://localhost:8080/authentication/register,1072,0,24
1741745021812,1070,14 Register Request,200,,User Thread Group 1-130,text,true,,371,268,1821,1821,http://localhost:8080/authentication/register,1070,0,19
1741745021834,1060,14 Register Request,200,,User Thread Group 1-126,text,true,,371,269,1822,1822,http://localhost:8080/authentication/register,1060,0,0
1741745021877,1239,14 Register Request,200,,User Thread Group 1-370,text,true,,371,267,2108,2108,http://localhost:8080/authentication/register,1238,0,0
1741745021812,1331,14 Register Request,200,,User Thread Group 1-287,text,true,,371,266,2133,2133,http://localhost:8080/authentication/register,1331,0,18
1741745021833,1284,14 Register Request,200,,User Thread Group 1-319,text,true,,371,272,2101,2101,http://localhost:8080/authentication/register,1283,0,3
1741745021843,1355,14 Register Request,200,,User Thread Group 1-326,text,true,,371,266,2192,2192,http://localhost:8080/authentication/register,1355,0,6
1741745021840,1410,14 Register Request,200,,User Thread Group 1-302,text,true,,371,269,2248,2248,http://localhost:8080/authentication/register,1408,0,2
